epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
150,11648.1,0.8144,0.46689,0.00356,0.00621,0.95155,0.88104,0.88219,0.78136,0.72965,0.50603,0.0047,0.00377,0.000160523,0.000160523,0.000160523
151,11726,0.80754,0.45415,0.00355,0.00653,0.95197,0.88004,0.88184,0.78112,0.73055,0.50537,0.0047,0.00377,0.000154982,0.000154982,0.000154982
152,11803.4,0.79725,0.43803,0.00349,0.00624,0.95115,0.88085,0.88158,0.78033,0.72997,0.50483,0.00471,0.00379,0.000149527,0.000149527,0.000149527
153,11880.6,0.79378,0.44502,0.00355,0.00619,0.95009,0.87943,0.88218,0.78099,0.73051,0.49915,0.00471,0.00381,0.000144161,0.000144161,0.000144161
154,11958.7,0.80009,0.44752,0.00357,0.00654,0.95226,0.88128,0.88156,0.77979,0.73209,0.50164,0.00471,0.00385,0.000138883,0.000138883,0.000138883
155,12036.5,0.80671,0.45582,0.00353,0.00625,0.945,0.88317,0.88058,0.77979,0.73106,0.50069,0.0047,0.00381,0.000133695,0.000133695,0.000133695
156,12115,0.80135,0.43928,0.00351,0.00652,0.94963,0.88371,0.88169,0.78058,0.73132,0.505,0.00469,0.00387,0.000128599,0.000128599,0.000128599
157,12192.7,0.80325,0.45309,0.00352,0.00643,0.94803,0.88336,0.87907,0.77874,0.73135,0.50514,0.0047,0.00392,0.000123596,0.000123596,0.000123596
158,12270.1,0.80688,0.46461,0.00359,0.0065,0.94848,0.88423,0.88276,0.78144,0.7295,0.50136,0.0047,0.00386,0.000118687,0.000118687,0.000118687
159,12348.4,0.81062,0.46024,0.00351,0.00616,0.95293,0.88144,0.88078,0.77957,0.72955,0.50193,0.00469,0.00384,0.000113873,0.000113873,0.000113873
160,12425.6,0.8092,0.45404,0.00356,0.00634,0.94947,0.88419,0.87973,0.77988,0.72753,0.50304,0.00469,0.00382,0.000109156,0.000109156,0.000109156
161,12502.5,0.81458,0.47194,0.00356,0.00639,0.9528,0.8808,0.88055,0.77957,0.72945,0.5056,0.00469,0.00379,0.000104537,0.000104537,0.000104537
162,12580.4,0.81464,0.46904,0.00353,0.00641,0.95426,0.87758,0.87901,0.7789,0.73087,0.50952,0.0047,0.00381,0.000100016,0.000100016,0.000100016
163,12659,0.80444,0.45151,0.00347,0.00635,0.95079,0.88368,0.88033,0.78022,0.73007,0.50821,0.0047,0.00391,9.55951e-05,9.55951e-05,9.55951e-05
164,12736.2,0.79317,0.44049,0.00352,0.00641,0.9489,0.88713,0.88116,0.78104,0.72678,0.50255,0.0047,0.00384,9.12754e-05,9.12754e-05,9.12754e-05
165,12814.1,0.80655,0.45504,0.00357,0.0064,0.95525,0.88043,0.88107,0.78039,0.7274,0.50544,0.0047,0.00381,8.70577e-05,8.70577e-05,8.70577e-05
166,12892.3,0.80429,0.45001,0.00352,0.0065,0.95257,0.88398,0.88355,0.78179,0.72772,0.50335,0.0047,0.0038,8.29431e-05,8.29431e-05,8.29431e-05
167,12970,0.78885,0.43826,0.0035,0.00612,0.94912,0.88853,0.88402,0.78249,0.72655,0.50039,0.0047,0.00383,7.89327e-05,7.89327e-05,7.89327e-05
168,13046.5,0.78984,0.4465,0.00358,0.00603,0.94951,0.88611,0.88057,0.78011,0.72759,0.50405,0.0047,0.00381,7.50274e-05,7.50274e-05,7.50274e-05
169,13123.7,0.79539,0.43924,0.00352,0.00641,0.95053,0.88635,0.88283,0.78197,0.7258,0.5017,0.00469,0.00381,7.12282e-05,7.12282e-05,7.12282e-05
170,13200.5,0.80008,0.44174,0.00353,0.00656,0.95257,0.88671,0.88301,0.7819,0.72623,0.50009,0.00469,0.00381,6.7536e-05,6.7536e-05,6.7536e-05
171,13278.2,0.80549,0.45169,0.0035,0.00608,0.95248,0.88623,0.88212,0.7818,0.72708,0.5014,0.00469,0.00381,6.39518e-05,6.39518e-05,6.39518e-05
172,13355.3,0.80235,0.45201,0.00353,0.00619,0.95601,0.88149,0.88126,0.78139,0.72778,0.50274,0.0047,0.0038,6.04763e-05,6.04763e-05,6.04763e-05
173,13433.8,0.79844,0.45084,0.00349,0.00629,0.95677,0.88172,0.88153,0.78096,0.72788,0.50177,0.00469,0.0038,5.71106e-05,5.71106e-05,5.71106e-05
174,13510.7,0.78123,0.42895,0.00358,0.006,0.95708,0.88133,0.88163,0.78116,0.72757,0.50041,0.00469,0.0038,5.38554e-05,5.38554e-05,5.38554e-05
175,13587.4,0.78428,0.43133,0.00352,0.0058,0.95492,0.88222,0.8808,0.78134,0.72823,0.5034,0.00469,0.00385,5.07115e-05,5.07115e-05,5.07115e-05
176,13665,0.8013,0.44644,0.00349,0.00624,0.95557,0.88343,0.88129,0.78093,0.72904,0.50446,0.00469,0.00378,4.76796e-05,4.76796e-05,4.76796e-05
177,13743.1,0.8075,0.45608,0.00355,0.00622,0.95558,0.88002,0.87937,0.77964,0.72979,0.50832,0.0047,0.0038,4.47606e-05,4.47606e-05,4.47606e-05
178,13820.9,0.80785,0.45707,0.00351,0.00599,0.95558,0.8804,0.87988,0.77918,0.72965,0.50868,0.0047,0.0038,4.19552e-05,4.19552e-05,4.19552e-05
179,13898,0.78867,0.43308,0.0035,0.00602,0.957,0.88121,0.88053,0.78046,0.72899,0.508,0.00469,0.0038,3.9264e-05,3.9264e-05,3.9264e-05
180,13974.9,0.80655,0.46807,0.0036,0.00599,0.95488,0.8809,0.87999,0.77947,0.73049,0.51055,0.0047,0.00382,3.66877e-05,3.66877e-05,3.66877e-05
181,14052.6,0.79748,0.44901,0.00351,0.00611,0.95551,0.88104,0.87941,0.77967,0.73063,0.5101,0.0047,0.0038,3.4227e-05,3.4227e-05,3.4227e-05
182,14130.3,0.76991,0.41389,0.00346,0.0061,0.95664,0.88103,0.88005,0.78061,0.72835,0.50583,0.0047,0.00378,3.18825e-05,3.18825e-05,3.18825e-05
183,14207.5,0.79402,0.44713,0.00355,0.00579,0.95338,0.885,0.88128,0.78155,0.7284,0.50357,0.0047,0.00374,2.96546e-05,2.96546e-05,2.96546e-05
184,14284.6,0.78757,0.43614,0.0035,0.006,0.95461,0.88484,0.88175,0.7817,0.72802,0.50254,0.0047,0.00374,2.75441e-05,2.75441e-05,2.75441e-05
185,14361.8,0.77744,0.42494,0.0035,0.00616,0.95634,0.88308,0.88198,0.78164,0.72776,0.50183,0.0047,0.00373,2.55513e-05,2.55513e-05,2.55513e-05
186,14432.4,0.72315,0.37597,0.00365,0.00453,0.95682,0.88459,0.88367,0.78226,0.73198,0.50175,0.0047,0.00378,2.36769e-05,2.36769e-05,2.36769e-05
187,14502.2,0.72239,0.38401,0.00367,0.00437,0.95722,0.8865,0.88411,0.78184,0.7332,0.50132,0.00471,0.00381,2.19212e-05,2.19212e-05,2.19212e-05
188,14571.5,0.71263,0.37116,0.00367,0.00432,0.95466,0.88695,0.88325,0.78053,0.73378,0.50293,0.00471,0.00384,2.02847e-05,2.02847e-05,2.02847e-05
