epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
149,12524.9,0.7922,0.43704,0.00347,0.00629,0.958,0.88009,0.88361,0.78019,0.72422,0.48826,0.00458,0.00392,0.000166149,0.000166149,0.000166149
150,12607.4,0.79186,0.43646,0.00349,0.00631,0.95567,0.88602,0.88372,0.78102,0.72726,0.48701,0.00459,0.00386,0.000160523,0.000160523,0.000160523
151,12692.2,0.81066,0.45518,0.00351,0.00639,0.95762,0.88147,0.88265,0.78045,0.72694,0.48866,0.0046,0.00373,0.000154982,0.000154982,0.000154982
152,12775.4,0.80665,0.45397,0.00346,0.00615,0.95544,0.88588,0.88539,0.78259,0.72238,0.48305,0.00459,0.0037,0.000149527,0.000149527,0.000149527
153,12858.1,0.80325,0.44945,0.00352,0.00628,0.95416,0.88759,0.88428,0.78214,0.72584,0.4833,0.00461,0.00373,0.000144161,0.000144161,0.000144161
154,12941.9,0.79213,0.43332,0.00346,0.00638,0.95611,0.88519,0.88372,0.7815,0.72379,0.4796,0.00459,0.00374,0.000138883,0.000138883,0.000138883
155,13024.9,0.78947,0.42823,0.0035,0.00604,0.95573,0.88509,0.88235,0.78058,0.72241,0.47995,0.00459,0.00376,0.000133695,0.000133695,0.000133695
156,13109.2,0.79493,0.43754,0.00346,0.00601,0.95553,0.88403,0.88121,0.77862,0.72437,0.48506,0.00458,0.00367,0.000128599,0.000128599,0.000128599
157,13192.1,0.79142,0.44062,0.00349,0.00625,0.95808,0.88034,0.88078,0.77915,0.7261,0.48498,0.00459,0.00365,0.000123596,0.000123596,0.000123596
158,13276.4,0.80642,0.44661,0.00349,0.00641,0.95759,0.88305,0.88037,0.77978,0.72365,0.48308,0.00458,0.00361,0.000118687,0.000118687,0.000118687
